row,id,track,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,valence
706.000,39YLC6osLe9btq1vpsDglx,Party For One,0.0371,0.685,183894,0.638,0,6.000,0.0987,-6.539,1.000,0.0367,123.442,,https://api.spotify.com/v1/tracks/39YLC6osLe9btq1vpsDglx,0.414
707.000,5b3auymspp8YgCB9672fbR,Bad,0.366,0.827,177973,0.613,1.25E-05,8.000,0.093,-5.34,1.000,0.0621,137.96,,https://api.spotify.com/v1/tracks/5b3auymspp8YgCB9672fbR,0.747
708.000,1IQ7ESS8864x0M44VNIlPe,Summer Love,0.175,0.56,258140,0.723,0.00315,1.000,0.149,-6.263,1.000,0.0459,159.915,,https://api.spotify.com/v1/tracks/1IQ7ESS8864x0M44VNIlPe,0.282
709.000,2RP8Svo0pMwZXnVcmOffDw,Fading,0.0232,0.734,207013,0.76,0,11.000,0.127,-5.267,0.000,0.0415,122.072,,https://api.spotify.com/v1/tracks/2RP8Svo0pMwZXnVcmOffDw,0.685
710.000,3cR5ZtQ4JqGj4VHBb1gvFf,Hey DJ - Remix,0.0918,0.564,189363,0.89,0,5.000,0.0819,-4.286,1.000,0.107,180.112,,https://api.spotify.com/v1/tracks/3cR5ZtQ4JqGj4VHBb1gvFf,0.636
711.000,0wUxh6XMc698xPCfgBaPRV,Dreamer,0.0507,0.532,193399,0.639,0.00131,5.000,0.106,-7.419,0.000,0.0388,105,,https://api.spotify.com/v1/tracks/0wUxh6XMc698xPCfgBaPRV,0.198
712.000,2s4fNa1Rqam7rGCSn9Gj1j,Make Up (feat. Ava Max),0.0601,0.782,160838,0.651,0,6.000,0.0907,-4.889,0.000,0.117,122.028,,https://api.spotify.com/v1/tracks/2s4fNa1Rqam7rGCSn9Gj1j,0.65
713.000,6K9FDuL2TgDdULjlQWynRx,Be The Same (feat. Renae),0.0848,0.619,147770,0.574,1.28E-06,0.000,0.208,-9.125,1.000,0.0821,92.022,,https://api.spotify.com/v1/tracks/6K9FDuL2TgDdULjlQWynRx,0.273
714.000,0JuwGsUiLTGKJ7kum45xZK,Do It Without You,0.0456,0.633,185892,0.854,0,2.000,0.316,-5.408,1.000,0.0828,112.056,,https://api.spotify.com/v1/tracks/0JuwGsUiLTGKJ7kum45xZK,0.698
715.000,1fLhGF1JfGQYj6EZLndD86,Baby (feat. Marina and The Diamonds & Luis Fonsi),0.356,0.755,205440,0.74,1.05E-05,0.000,0.0994,-5.354,0.000,0.04,116.946,,https://api.spotify.com/v1/tracks/1fLhGF1JfGQYj6EZLndD86,0.33
716.000,6JNSPr0xttWtbHNifT9HGI,Love Me Again,0.0344,0.907,170560,0.583,0,0.000,0.0931,-5.763,1.000,0.0723,126.009,,https://api.spotify.com/v1/tracks/6JNSPr0xttWtbHNifT9HGI,0.875
717.000,0DC7Zs2qvAbNK1owWQ4mlL,Perfect To Me,0.0889,0.604,197853,0.546,0,8.000,0.0734,-5.691,1.000,0.151,179.847,,https://api.spotify.com/v1/tracks/0DC7Zs2qvAbNK1owWQ4mlL,0.402
718.000,77nF1t4qesuOJRd8lbIzNX,Last Christmas,0.215,0.735,262760,0.681,9.96E-06,2.000,0.411,-6.195,1.000,0.0282,107.671,,https://api.spotify.com/v1/tracks/77nF1t4qesuOJRd8lbIzNX,0.948
719.000,7arHM2KZ0KzIZXFVDRGClI,Holiday,0.0251,0.813,231560,0.699,0.0135,7.000,0.0527,-8.656,1.000,0.0458,117.548,,https://api.spotify.com/v1/tracks/7arHM2KZ0KzIZXFVDRGClI,0.732
720.000,5i7GFU1ZSX03MX5dLcNgJP,Bette Davis Eyes - Radio Edit; 1997 Remastered Version,0.125,0.655,221773,0.533,0,5.000,0.245,-12.173,1.000,0.03,116.055,,https://api.spotify.com/v1/tracks/5i7GFU1ZSX03MX5dLcNgJP,0.515
721.000,2PnNomkEqlg9ADKCVG0Wt0,Every Breath You Take,0.413,0.828,253733,0.447,0.00335,1.000,0.074,-10.563,1.000,0.0349,117.391,,https://api.spotify.com/v1/tracks/2PnNomkEqlg9ADKCVG0Wt0,0.676
722.000,3mvoMBK8QDtnhz8U2L2XK2,I Want To Break Free,0.0512,0.862,201000,0.401,0.00607,4.000,0.18,-12.088,1.000,0.0374,109.142,,https://api.spotify.com/v1/tracks/3mvoMBK8QDtnhz8U2L2XK2,0.8
723.000,2WfaOiMkCvy7F5fcp2zZ8L,Take On Me,0.018,0.573,225280,0.902,0.00125,6.000,0.0928,-7.638,0.000,0.054,84.412,,https://api.spotify.com/v1/tracks/2WfaOiMkCvy7F5fcp2zZ8L,0.876
724.000,4YR6Dextuoc3I8nJ0XgzKI,Footloose,0.159,0.564,226293,0.911,4.36E-05,2.000,0.118,-5.39,1.000,0.0536,173.938,,https://api.spotify.com/v1/tracks/4YR6Dextuoc3I8nJ0XgzKI,0.582
725.000,1xPSDf8z4dH46gkvlLtvDO,Maniac,0.0891,0.617,244707,0.533,4.04E-06,3.000,0.0415,-11.516,0.000,0.0651,158.86,,https://api.spotify.com/v1/tracks/1xPSDf8z4dH46gkvlLtvDO,0.835
726.000,028r3igL3M00VdRCe2Ga7Q,Maneater - Radio Edit,0.0153,0.728,270947,0.518,4.19E-05,11.000,0.103,-11.114,0.000,0.038,88.708,,https://api.spotify.com/v1/tracks/028r3igL3M00VdRCe2Ga7Q,0.833
727.000,5tJjo5JDF9zhzYD7yQfATH,Africa,0.256,0.678,296000,0.499,9.85E-05,9.000,0.051,-12.816,1.000,0.0308,92.627,,https://api.spotify.com/v1/tracks/5tJjo5JDF9zhzYD7yQfATH,0.718
728.000,4m2GdLuOhDt6rFbgOFMHIL,Purple Rain,0.0416,0.383,522307,0.57,0.00683,10.000,0.746,-7.019,1.000,0.0318,114.147,,https://api.spotify.com/v1/tracks/4m2GdLuOhDt6rFbgOFMHIL,0.183
729.000,4bHsxqR3GMrXTxEPLuK5ue,Don't Stop Believin',0.127,0.5,250987,0.748,0,4.000,0.447,-9.072,1.000,0.0363,118.852,,https://api.spotify.com/v1/tracks/4bHsxqR3GMrXTxEPLuK5ue,0.514
730.000,7Ewz6bJ97vUqk5HdkvguFQ,Heaven,0.0465,0.382,243360,0.589,0,9.000,0.122,-7.315,0.000,0.0267,140.059,,https://api.spotify.com/v1/tracks/7Ewz6bJ97vUqk5HdkvguFQ,0.335
731.000,5XsMz0YfEaHZE0MTb1aujs,Wake Me Up Before You Go-Go,0.186,0.618,230693,0.764,0,0.000,0.12,-6.027,1.000,0.0562,81.366,,https://api.spotify.com/v1/tracks/5XsMz0YfEaHZE0MTb1aujs,0.876
732.000,3XDeeP9wBZzGhIPZmLfEEx,Karma Chameleon,0.214,0.661,252760,0.552,0,10.000,0.206,-12.385,1.000,0.0337,92.056,,https://api.spotify.com/v1/tracks/3XDeeP9wBZzGhIPZmLfEEx,0.928
733.000,7G7tgVYORlDuVprcYHuFJh,Don't Dream It's Over,0.0148,0.439,236933,0.422,4.84E-05,8.000,0.0697,-17.227,1.000,0.0409,81.833,,https://api.spotify.com/v1/tracks/7G7tgVYORlDuVprcYHuFJh,0.551
734.000,310epXrlbXmfGcD1qSdgVV,Born In The U.S.A.,0.00201,0.397,278827,0.861,2.49E-05,4.000,0.35,-12.156,1.000,0.0569,121.856,,https://api.spotify.com/v1/tracks/310epXrlbXmfGcD1qSdgVV,0.512
735.000,2olVm1lHicpveMAo4AUDRB,The Power Of Love,0.0964,0.768,234333,0.829,2.92E-05,5.000,0.097,-5.109,1.000,0.0313,118.773,,https://api.spotify.com/v1/tracks/2olVm1lHicpveMAo4AUDRB,0.962
736.000,46RVKt5Edm1zl0rXhPJZxz,Down Under,0.0485,0.746,220867,0.79,0.0261,11.000,0.0534,-4.7,0.000,0.0257,107.231,,https://api.spotify.com/v1/tracks/46RVKt5Edm1zl0rXhPJZxz,0.891
737.000,0Co8hKbjUy273NrGliGdWZ,Up Where We Belong,0.597,0.573,233240,0.429,8.18E-05,2.000,0.0839,-8.68,1.000,0.0294,139.097,,https://api.spotify.com/v1/tracks/0Co8hKbjUy273NrGliGdWZ,0.361
738.000,37ZJ0p5Jm13JPevGcx4SkF,Livin' On A Prayer,0.0778,0.532,249293,0.887,0.000214,0.000,0.294,-3.757,1.000,0.0335,122.511,,https://api.spotify.com/v1/tracks/37ZJ0p5Jm13JPevGcx4SkF,0.795
739.000,0ki28p3v35elzrc3th6y90,Kiss (45 Version),0.0113,0.899,227493,0.237,0.00152,7.000,0.098,-14.805,1.000,0.102,111.503,,https://api.spotify.com/v1/tracks/0ki28p3v35elzrc3th6y90,0.744
740.000,0ikz6tENMONtK6qGkOrU3c,Wake Me up Before You Go-Go,0.272,0.62,231333,0.574,0,0.000,0.0607,-11.893,1.000,0.0421,81.548,,https://api.spotify.com/v1/tracks/0ikz6tENMONtK6qGkOrU3c,0.9
741.000,1KsI8NEeAna8ZIdojI3FiT,Hungry Heart,0.0857,0.641,199453,0.894,0.009,8.000,0.157,-7.41,1.000,0.0273,109.823,,https://api.spotify.com/v1/tracks/1KsI8NEeAna8ZIdojI3FiT,0.972
742.000,58lTbZKr7XkkR4zEpoLhYH,I Knew You Were Waiting (For Me),0.274,0.727,241920,0.68,0,4.000,0.31,-11.297,1.000,0.0445,107.775,,https://api.spotify.com/v1/tracks/58lTbZKr7XkkR4zEpoLhYH,0.683
743.000,0GONea6G2XdnHWjNZd6zt3,Summer Of '69,0.0183,0.508,216053,0.834,0,2.000,0.0732,-6.205,1.000,0.0386,139.131,,https://api.spotify.com/v1/tracks/0GONea6G2XdnHWjNZd6zt3,0.774
744.000,37Q5anxoGWYdRsyeXkkNoI,Heaven Is a Place on Earth,0.0243,0.64,246520,0.852,1.82E-06,1.000,0.0497,-8.119,0.000,0.0345,122.902,,https://api.spotify.com/v1/tracks/37Q5anxoGWYdRsyeXkkNoI,0.793
745.000,3Z2tPWiNiIpg8UMMoowHIk,We Are The World,0.189,0.528,427333,0.447,0,4.000,0.0745,-15.255,1.000,0.0435,72.58,,https://api.spotify.com/v1/tracks/3Z2tPWiNiIpg8UMMoowHIk,0.292
746.000,5VVwwfK6Cp9IydkhKfJUEq,You Give Love A Bad Name,0.0678,0.54,222707,0.96,2.34E-06,0.000,0.342,-2.971,0.000,0.0521,122.761,,https://api.spotify.com/v1/tracks/5VVwwfK6Cp9IydkhKfJUEq,0.802
747.000,4uLU6hMCjMI75M1A2tKUQC,Never Gonna Give You Up,0.115,0.721,213573,0.939,3.79E-05,8.000,0.108,-11.823,1.000,0.0376,113.309,,https://api.spotify.com/v1/tracks/4uLU6hMCjMI75M1A2tKUQC,0.914
748.000,7aS418hRnOnYrXeyrZilwk,A Little Respect - 2009 Remastered Version,0.0299,0.607,213987,0.784,3.85E-06,0.000,0.288,-7.963,1.000,0.0258,113.804,,https://api.spotify.com/v1/tracks/7aS418hRnOnYrXeyrZilwk,0.622
749.000,6i8ecOsx4J2Px1maiqzqoG,Everywhere,0.218,0.69,222733,0.54,0.00657,4.000,0.115,-10.516,1.000,0.0317,114.846,,https://api.spotify.com/v1/tracks/6i8ecOsx4J2Px1maiqzqoG,0.764
750.000,5uzNa0SBGOe5pPnstWHMCt,Come On Eileen,0.413,0.466,273720,0.615,0,0.000,0.343,-9.102,1.000,0.0492,108.016,,https://api.spotify.com/v1/tracks/5uzNa0SBGOe5pPnstWHMCt,0.812
751.000,7gozgbG5EBTukCFWToTRA5,I Still Haven't Found What I'm Looking For - Remastered 2007,0.0139,0.565,277480,0.764,0.00488,1.000,0.079,-9.43,1.000,0.0351,100.891,,https://api.spotify.com/v1/tracks/7gozgbG5EBTukCFWToTRA5,0.686
752.000,3wfujdbamR3Z46F4xav7LM,Drive,0.124,0.582,234493,0.606,0.00139,6.000,0.151,-9.961,1.000,0.0289,111.441,,https://api.spotify.com/v1/tracks/3wfujdbamR3Z46F4xav7LM,0.504
753.000,0A4PZuepTcIQVvA5m7R0M1,Don't You (Forget About Me),0.0843,0.672,260680,0.792,0.0605,2.000,0.302,-7.033,1.000,0.0264,111.277,,https://api.spotify.com/v1/tracks/0A4PZuepTcIQVvA5m7R0M1,0.683
754.000,6r20M5DWYdIoCDmDViBxuz,You Got It,0.596,0.649,210267,0.618,1.46E-06,9.000,0.192,-10.728,1.000,0.0265,114.688,,https://api.spotify.com/v1/tracks/6r20M5DWYdIoCDmDViBxuz,0.667
755.000,7INi4pMPG4IE0Smx5y4KVf,Easy Lover,0.0674,0.749,304507,0.699,0.00192,1.000,0.0763,-13.108,1.000,0.0371,128.904,,https://api.spotify.com/v1/tracks/7INi4pMPG4IE0Smx5y4KVf,0.935
756.000,2dlEdDEmuQsrcXaAL3Znzi,You Make My Dreams,0.261,0.737,190707,0.569,0.311,5.000,0.046,-6.702,1.000,0.0553,167.196,,https://api.spotify.com/v1/tracks/2dlEdDEmuQsrcXaAL3Znzi,0.912
757.000,5dRQUolXAVX3BbCiIxmSsf,Your Love,0.103,0.555,221840,0.757,1.16E-06,1.000,0.0631,-7.868,0.000,0.0601,129.607,,https://api.spotify.com/v1/tracks/5dRQUolXAVX3BbCiIxmSsf,0.582
758.000,2Cdvbe2G4hZsnhNMKyGrie,I Love Rock 'N Roll,0.326,0.535,175173,0.716,0,4.000,0.659,-5.025,1.000,0.0431,94.379,,https://api.spotify.com/v1/tracks/2Cdvbe2G4hZsnhNMKyGrie,0.901
759.000,4aKIs5t9TqP59btlCGPrgw,Maneater,0.0351,0.727,271893,0.685,4.43E-05,11.000,0.0973,-7.159,0.000,0.0398,88.75,,https://api.spotify.com/v1/tracks/4aKIs5t9TqP59btlCGPrgw,0.812
760.000,1ot6jEe4w4hYnsOPjd3xKQ,I'm So Excited,0.0962,0.59,230640,0.868,0.000322,5.000,0.442,-5.832,0.000,0.048,184.348,,https://api.spotify.com/v1/tracks/1ot6jEe4w4hYnsOPjd3xKQ,0.798
761.000,1KU5EHSz04JhGg3rReGJ0N,Black Velvet,0.273,0.754,287440,0.366,9.04E-05,8.000,0.106,-10.07,1.000,0.0312,91.147,,https://api.spotify.com/v1/tracks/1KU5EHSz04JhGg3rReGJ0N,0.469
762.000,7aHRctaQ7vjxVTVmY8OhAA,We Built This City,0.052,0.661,296080,0.908,0,5.000,0.0708,-4.897,1.000,0.039,144.091,,https://api.spotify.com/v1/tracks/7aHRctaQ7vjxVTVmY8OhAA,0.656
763.000,7FwBtcecmlpc1sLySPXeGE,Dancing In the Dark,0.0115,0.527,241307,0.942,0,1.000,0.188,-5.64,0.000,0.0366,148.723,,https://api.spotify.com/v1/tracks/7FwBtcecmlpc1sLySPXeGE,0.495
764.000,1Jj6MF0xDOMA3Ut2Z368Bx,Time After Time,0.576,0.724,243067,0.436,1.19E-06,0.000,0.0908,-9.321,1.000,0.0282,130.439,,https://api.spotify.com/v1/tracks/1Jj6MF0xDOMA3Ut2Z368Bx,0.324
765.000,5qFPs70nZD1fQZOi7u7cIZ,Wake Me Up Before You Go-Go - Remastered,0.0986,0.607,232280,0.795,0,0.000,0.059,-5.137,1.000,0.0496,81.298,,https://api.spotify.com/v1/tracks/5qFPs70nZD1fQZOi7u7cIZ,0.815
766.000,2M9ro2krNb7nr7HSprkEgo,Fast Car,0.313,0.711,296800,0.292,0,4.000,0.131,-15.523,0.000,0.037,103.951,,https://api.spotify.com/v1/tracks/2M9ro2krNb7nr7HSprkEgo,0.194
767.000,6I9HXaU8zbTgASGe7evWnu,The Final Countdown,0.0332,0.539,239120,0.858,0.000347,6.000,0.0562,-4.639,0.000,0.0444,117.841,,https://api.spotify.com/v1/tracks/6I9HXaU8zbTgASGe7evWnu,0.353
768.000,4S1VYqwfkLit9mKVY3MXoo,Forever Young,0.42,0.489,226706,0.483,0.0028,9.000,0.236,-9.466,0.000,0.0275,136.822,,https://api.spotify.com/v1/tracks/4S1VYqwfkLit9mKVY3MXoo,0.333
769.000,6wLr2oR8eqUG5Beleh2Crm,You Can Call Me Al,0.126,0.777,276360,0.725,0.0108,5.000,0.0917,-9.012,1.000,0.047,128.349,,https://api.spotify.com/v1/tracks/6wLr2oR8eqUG5Beleh2Crm,0.851
770.000,40QPoAAKKMwPms6I6FHJqy,Give It Up,0.08,0.84,245800,0.654,0.000259,3.000,0.063,-12.135,1.000,0.0621,125.68,,https://api.spotify.com/v1/tracks/40QPoAAKKMwPms6I6FHJqy,0.841
771.000,0qi4b1l0eT3jpzeNHeFXDT,Just Can't Get Enough,0.403,0.766,220893,0.772,0.0584,0.000,0.183,-9.362,1.000,0.0353,128.166,,https://api.spotify.com/v1/tracks/0qi4b1l0eT3jpzeNHeFXDT,0.92
772.000,2ZqT3GcisHUBsEaqhLGHwU,Break My Stride,0.2,0.901,180240,0.654,0,10.000,0.165,-10.15,1.000,0.0655,110.131,,https://api.spotify.com/v1/tracks/2ZqT3GcisHUBsEaqhLGHwU,0.781
773.000,7sMGwiS4vOMcz86ZY3vKYM,Girls Just Want to Have Fun,0.414,0.705,228120,0.847,3.21E-06,6.000,0.406,-2.588,1.000,0.0361,120.527,,https://api.spotify.com/v1/tracks/7sMGwiS4vOMcz86ZY3vKYM,0.743
774.000,6RNDeRnWsRMjPdNVgupZCs,I Just Called To Say I Love You,0.243,0.748,262240,0.551,1.57E-06,1.000,0.0943,-9.054,1.000,0.0239,113.535,,https://api.spotify.com/v1/tracks/6RNDeRnWsRMjPdNVgupZCs,0.65
775.000,5prTs2HAw2G4idHZyeFp8o,Total Eclipse of the Heart,0.195,0.435,269787,0.658,0,8.000,0.102,-8.179,1.000,0.0661,130.276,,https://api.spotify.com/v1/tracks/5prTs2HAw2G4idHZyeFp8o,0.184
776.000,36lkJSDyMEZoWTqtRj8Q8q,You're The Inspiration - 2006 Remastered Version,0.368,0.583,229240,0.602,0,11.000,0.22,-6.364,1.000,0.0274,74.008,,https://api.spotify.com/v1/tracks/36lkJSDyMEZoWTqtRj8Q8q,0.388
777.000,2vEQ9zBiwbAVXzS2SOxodY,Nothing's Gonna Stop Us Now,0.0298,0.643,270333,0.801,0,6.000,0.0719,-4.921,1.000,0.0228,95.988,,https://api.spotify.com/v1/tracks/2vEQ9zBiwbAVXzS2SOxodY,0.534
778.000,7o2CTH4ctstm8TNelqjb51,Sweet Child O' Mine,0.0852,0.454,354520,0.91,0.0988,6.000,0.116,-7.766,1.000,0.0446,125.116,,https://api.spotify.com/v1/tracks/7o2CTH4ctstm8TNelqjb51,0.63
779.000,44hOGg1uFg1XJZGZYNwYmM,Tainted Love,0.438,0.569,162507,0.402,0,0.000,0.134,-10.151,1.000,0.0433,144.635,,https://api.spotify.com/v1/tracks/44hOGg1uFg1XJZGZYNwYmM,0.696
780.000,2KH16WveTQWT6KOG9Rg6e2,Eye of the Tiger,0.132,0.817,245640,0.599,0.000311,0.000,0.0873,-9.249,0.000,0.0328,108.873,,https://api.spotify.com/v1/tracks/2KH16WveTQWT6KOG9Rg6e2,0.548
781.000,6pBM20jZldvNlbNcnwAX0y,Beat It - Single Version,0.0518,0.782,257907,0.867,1.40E-05,3.000,0.218,-3.763,0.000,0.0487,138.859,,https://api.spotify.com/v1/tracks/6pBM20jZldvNlbNcnwAX0y,0.896
782.000,15ob9SMGLWrexuPuyuMjKl,Gloria,0.135,0.775,295067,0.866,0.0376,9.000,0.152,-3.598,1.000,0.0295,131.34,,https://api.spotify.com/v1/tracks/15ob9SMGLWrexuPuyuMjKl,0.876
783.000,0YPXkQthLWrhNGoKTbwCJ8,(I Just) Died In Your Arms,0.0119,0.632,278627,0.727,7.64E-05,11.000,0.0678,-11.209,0.000,0.0438,124.919,,https://api.spotify.com/v1/tracks/0YPXkQthLWrhNGoKTbwCJ8,0.499
784.000,2R7858bg0GHuBBxjTyOL7N,Careless Whisper,0.232,0.583,302600,0.545,0,2.000,0.133,-11.698,0.000,0.0351,153.25,,https://api.spotify.com/v1/tracks/2R7858bg0GHuBBxjTyOL7N,0.8
785.000,0Z7O8GMQShj9TJrm2yX1R6,Jump - Remastered Version,0.123,0.553,244107,0.838,3.01E-05,0.000,0.053,-5.824,1.000,0.0317,129.893,,https://api.spotify.com/v1/tracks/0Z7O8GMQShj9TJrm2yX1R6,0.821
786.000,2u8MGAiS2hBVE7GZzTZLQI,I'm So Excited,0.103,0.688,229467,0.858,0.000118,5.000,0.147,-6.496,0.000,0.0348,92.253,,https://api.spotify.com/v1/tracks/2u8MGAiS2hBVE7GZzTZLQI,0.697
787.000,18AXbzPzBS8Y3AkgSxzJPb,In The Air Tonight - 2015 Remastered,0.551,0.446,336453,0.239,4.10E-06,0.000,0.0697,-13.945,1.000,0.0316,189.507,,https://api.spotify.com/v1/tracks/18AXbzPzBS8Y3AkgSxzJPb,0.298
788.000,0F1O42piteiHP3dRvKUz6p,Let's Dance - Single Version [Remastered],0.00773,0.643,248587,0.627,0.00259,8.000,0.123,-10.972,1.000,0.0405,114.477,,https://api.spotify.com/v1/tracks/0F1O42piteiHP3dRvKUz6p,0.725
789.000,4tyl9OMKMG8F2L0RUYQMH3,Walk Of Life,0.405,0.461,249960,0.918,0.00033,4.000,0.126,-8.507,1.000,0.0959,172.435,,https://api.spotify.com/v1/tracks/4tyl9OMKMG8F2L0RUYQMH3,0.802
790.000,5lmYpa6EaVAKAlwxMf7q5c,Don't You Want Me - 2002 - Remaster,0.184,0.734,238000,0.744,0,9.000,0.181,-8.103,0.000,0.0391,117.651,,https://api.spotify.com/v1/tracks/5lmYpa6EaVAKAlwxMf7q5c,0.961
791.000,0Zt9fqRK58Y0onY1VwaKp7,She Drives Me Crazy,0.164,0.796,218907,0.693,1.77E-05,2.000,0.0408,-6.02,1.000,0.0413,108.8,,https://api.spotify.com/v1/tracks/0Zt9fqRK58Y0onY1VwaKp7,0.954
792.000,5a9BgulCg84pm4kgwGGArI,All Night Long (All Night) - Single Version,0.134,0.741,260427,0.576,0.00795,1.000,0.0502,-12.044,1.000,0.0487,108.787,,https://api.spotify.com/v1/tracks/5a9BgulCg84pm4kgwGGArI,0.764
793.000,4caiYv89C9GZdDD1RzshWd,It's Raining Men,0.461,0.66,211533,0.927,5.73E-05,5.000,0.699,-5.867,0.000,0.156,136.247,,https://api.spotify.com/v1/tracks/4caiYv89C9GZdDD1RzshWd,0.458
794.000,7KY40pRBPKQSaSe0j5nKUK,The Boys Of Summer,0.399,0.516,288333,0.776,0.00128,6.000,0.21,-6.409,1.000,0.0412,177.399,,https://api.spotify.com/v1/tracks/7KY40pRBPKQSaSe0j5nKUK,0.859
795.000,3YBZIN3rekqsKxbJc9FZko,Paradise City,0.0169,0.273,405640,0.952,0.0112,11.000,0.142,-8.762,1.000,0.0841,100.269,,https://api.spotify.com/v1/tracks/3YBZIN3rekqsKxbJc9FZko,0.475
796.000,6eDYgjKl4vUgRusxb7THDu,TRUE,0.506,0.744,328293,0.545,0.0977,0.000,0.0649,-9.361,1.000,0.0297,97.409,,https://api.spotify.com/v1/tracks/6eDYgjKl4vUgRusxb7THDu,0.346
797.000,1UvTPXlImVd4jcucK4qJwb,(I've Had) The Time of My Life,0.0874,0.7,289067,0.781,0.00342,6.000,0.059,-8.255,0.000,0.0507,108.695,,https://api.spotify.com/v1/tracks/1UvTPXlImVd4jcucK4qJwb,0.385
798.000,15MJ5NThPjj6xhPcts8MiY,"Take My Breath Away - Love Theme from ""Top Gun""",0.0613,0.497,255733,0.719,0,6.000,0.411,-9.397,1.000,0.0266,95.769,,https://api.spotify.com/v1/tracks/15MJ5NThPjj6xhPcts8MiY,0.547
799.000,0BTsVL5VMdq5zGNRSTHozJ,Our House,0.0267,0.524,190840,0.802,3.83E-06,0.000,0.224,-5.13,1.000,0.0432,121.35,,https://api.spotify.com/v1/tracks/0BTsVL5VMdq5zGNRSTHozJ,0.712
800.000,0ZfM5XfJTtFPhOxAERRnNY,The Look,0.0531,0.634,237320,0.838,8.34E-06,2.000,0.0522,-5.363,1.000,0.0413,95.011,,https://api.spotify.com/v1/tracks/0ZfM5XfJTtFPhOxAERRnNY,0.541
801.000,78FHUZRbFDCG6VkRAQdFLm,Broken Wings,0.134,0.286,343933,0.5,4.57E-05,1.000,0.108,-14.281,0.000,0.0357,99.162,,https://api.spotify.com/v1/tracks/78FHUZRbFDCG6VkRAQdFLm,0.443
802.000,480dDrqG7LO6qDaphHeXlM,Invisible Touch - Remastered 2007,0.202,0.623,210133,0.94,0.00184,0.000,0.0472,-5.731,1.000,0.0365,131.037,,https://api.spotify.com/v1/tracks/480dDrqG7LO6qDaphHeXlM,0.837
803.000,0eHZ7dpv4iT7bMEYDoILIa,If I Could Turn Back Time,0.243,0.658,239827,0.575,0,11.000,0.122,-10.365,1.000,0.0267,108.329,,https://api.spotify.com/v1/tracks/0eHZ7dpv4iT7bMEYDoILIa,0.504
804.000,5JmJVj3qLsCnBsQ8IC9XLf,Lazy Afternoon,0.0112,0.775,210347,0.678,0.0105,7.000,0.125,-6.915,1.000,0.0351,147.847,,https://api.spotify.com/v1/tracks/5JmJVj3qLsCnBsQ8IC9XLf,0.93
805.000,1AO26gK1sI6PoFY9eUF8yV,Stone Love,0.0571,0.837,254800,0.478,0.00129,6.000,0.0569,-5.861,0.000,0.0627,78.746,,https://api.spotify.com/v1/tracks/1AO26gK1sI6PoFY9eUF8yV,0.81
806.000,6csv4sjaic4Q3IMgNMEan8,If You Want It,0.1,0.565,241307,0.875,0.000325,2.000,0.244,-5.905,0.000,0.0458,155.546,,https://api.spotify.com/v1/tracks/6csv4sjaic4Q3IMgNMEan8,0.891
807.000,6cJqlSO19vsfCsH1FeFI35,Santeria,0.0223,0.673,183200,0.772,1.23E-06,1.000,0.141,-5.246,0.000,0.0427,90.356,,https://api.spotify.com/v1/tracks/6cJqlSO19vsfCsH1FeFI35,0.585
808.000,5N0lcnJTtKj4wNDvurHige,True To Myself,0.0796,0.88,225600,0.564,0,1.000,0.0565,-6.431,1.000,0.0498,99.019,,https://api.spotify.com/v1/tracks/5N0lcnJTtKj4wNDvurHige,0.83
809.000,4L0nc0tHfDjr3HlAm1EFeu,Lay Me Down,0.0487,0.668,215147,0.78,0,7.000,0.107,-6.481,1.000,0.0901,170.032,,https://api.spotify.com/v1/tracks/4L0nc0tHfDjr3HlAm1EFeu,0.739
810.000,7wQ9DeZTB7OJ8rnrxeUHSl,If That's Ok,0.0816,0.687,196197,0.491,5.25E-06,5.000,0.0901,-8.636,1.000,0.368,169.938,,https://api.spotify.com/v1/tracks/7wQ9DeZTB7OJ8rnrxeUHSl,0.663
811.000,0BweE3lWBMXRPWWLtLV5z8,Count Me In,0.0204,0.8,189613,0.661,0.000107,7.000,0.0687,-8.291,1.000,0.0304,92.015,,https://api.spotify.com/v1/tracks/0BweE3lWBMXRPWWLtLV5z8,0.59
812.000,7Clj1VaR0Vww6bUuM3nBk1,World on Fire,0.303,0.866,240029,0.518,0.0512,0.000,0.104,-7.372,1.000,0.0457,141.01,,https://api.spotify.com/v1/tracks/7Clj1VaR0Vww6bUuM3nBk1,0.644
813.000,445qQk3nyQwmjf4vzDghKd,Dawn of Time,0.0736,0.701,256453,0.565,0.000504,7.000,0.193,-10.709,1.000,0.0553,153.942,,https://api.spotify.com/v1/tracks/445qQk3nyQwmjf4vzDghKd,0.899
814.000,0qdnPX9umHlQBQuv2sYZlo,Take It Or Leave It,0.0367,0.677,232813,0.716,0,9.000,0.148,-6.312,1.000,0.272,164.022,,https://api.spotify.com/v1/tracks/0qdnPX9umHlQBQuv2sYZlo,0.828
815.000,7cdy4PbCdDZZNjyxoZyE0c,Vacation,0.0431,0.739,209142,0.754,0,8.000,0.0999,-5.034,1.000,0.035,150.017,,https://api.spotify.com/v1/tracks/7cdy4PbCdDZZNjyxoZyE0c,0.793
